AssignmentId	HITId	AssignmentStatus	AutoApprovalTime	AcceptTime	SubmitTime	ApprovalTime	left	top	width	height	label	RandomID
37C0GNLMHJYCEZRUBIVXDRGJ1UQD6T	3UZUVSO3QAQG8OTS4R8WJMZ4GF2MEV	Approved	1598236304.0	1598063460.0	1598063504.0	2020-08-22 10:11:48-04:00	324	167	38	57	bolt	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
3HRMW88U1ALK4IBSMMEJNGTMX6A0MD	3UZUVSO3QAQG8OTS4R8WJMZ4GF2MEV	Approved	1598241410.0	1598068573.0	1598068610.0	2020-08-22 10:11:48-04:00	222	152	55	83	bolt	333ocRzV69PLPr27RtNkLUxOPferFIqLqw6zg0rTXxLpNUt0LO
3AZHRG4CU8FJIW3IG494RHKGXF1308	3UZUVSO3QAQG8OTS4R8WJMZ4GF2MEV	Approved	1598249761.0	1598076828.0	1598076961.0	2020-08-22 10:11:49-04:00	282	181	29	46	bolt	msdTC7mgCuQIAA3FgK0TB0VPDcPstjPfkxIZSLcc9mI1M9I1SD
373ERPL3YS3CH7LBPWYATQP10QRRTX	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598126728.0	1597953920.0	1597953928.0	2020-08-21 09:10:56-04:00	252	148	82	212	liquor	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3TDXMTX3CFPTMA7G3WW84OWWTO26I6	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598146218.0	1597973404.0	1597973418.0	2020-08-21 09:10:56-04:00	256	148	69	208	liquor	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3Z7ISHFUH4Q2LEFEWFHSOXVDV3YZ80	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598210259.0	1598037434.0	1598037459.0	2020-08-22 10:11:49-04:00	254	145	76	213	liquor	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3TK8OJTYM5G6IM9LHZU0PDD7W36VPW	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598212054.0	1598039210.0	1598039254.0	2020-08-22 10:11:50-04:00	257	177	70	181	liquor	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3KAKFY4PGYXUPRKYKUYAXLKCJ6K3IZ	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598218137.0	1598045330.0	1598045337.0	2020-08-22 10:11:50-04:00	254	149	77	209	liquor	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3Z4AIRP3CA8V5JVEWCKSC2SU902X1V	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598223695.0	1598050864.0	1598050895.0	2020-08-22 10:11:50-04:00	257	150	67	207	liquor	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
35LDD5557EZMH8IWQFO1608VB2KMK5	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598224015.0	1598051199.0	1598051215.0	2020-08-22 10:11:51-04:00	255	150	72	208	liquor	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3M23Y66PO62IGOAC88QM8Q2J2XQ6S6	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598234027.0	1598061211.0	1598061227.0	2020-08-22 10:11:51-04:00	257	148	71	211	liquor	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3W2LOLRXLFADEOVOVNKISZ25HQ6RKN	3S1WOPCJGJOQ7GN71UV43U7NCL7EJJ	Approved	1598237823.0	1598065001.0	1598065023.0	2020-08-22 10:11:52-04:00	255	149	72	208	liquor	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
3ATPCQ38JC5GZCYOXRZN6HS6FP8YAA	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598131640.0	1597958820.0	1597958840.0	2020-08-21 09:10:56-04:00	260	311	43	69	human3	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
38BQUHLA90V57Z3BO7GUDHP4VXGOMT	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598146598.0	1597973785.0	1597973798.0	2020-08-21 09:10:57-04:00	256	308	45	74	human3	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3VFJCI1K43U8C2Z55WZ3U7ACA5IGRU	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598209556.0	1598036268.0	1598036756.0	2020-08-22 10:11:52-04:00	262	312	40	69	human3	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
33F859I56A8ZWRDRT5VVFSH97J0HBP	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598209993.0	1598037170.0	1598037193.0	2020-08-22 10:11:52-04:00	257	308	47	75	human3	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3NG53N1RLZE87AD896JQXZTZL5P8PO	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598215080.0	1598042270.0	1598042280.0	2020-08-22 10:11:53-04:00	265	312	35	67	human3	QEFVerrYMPqKs2CYnBmuaHXMO2aADmD3p07Nh4KrobbbLb9hsX
3G5W44VEUBDMPYMAFCQ6TVOYFF7KGS	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598216980.0	1598044164.0	1598044180.0	2020-08-22 10:11:53-04:00	261	312	41	67	human3	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
39U1BHVTDPMKY509E6XEBSMLUNYT34	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598217856.0	1598045049.0	1598045056.0	2020-08-22 10:11:54-04:00	256	308	47	74	human3	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3MH9DQ757070SURM9QU8ZIXWH71GUJ	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598223087.0	1598050272.0	1598050287.0	2020-08-22 10:11:54-04:00	260	312	41	69	human3	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3LO69W1SU78X944S0C278V1D4HOGL7	3UUSLRKAVOYSVF854QVNUMKTLE67DC	Approved	1598234712.0	1598061894.0	1598061912.0	2020-08-22 10:11:55-04:00	258	307	48	74	human3	LJUtBgT2btty0owASQ1jViFKQsi0MBTtzVC33YiwUnLP2GVXyK
3WQ3B2KGECBOSGSDRGSAN512QLW1BK	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598126311.0	1597953500.0	1597953511.0	2020-08-21 09:10:57-04:00	225	228	94	82	blurcar3	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3TXMY6UCAIJVJP40QVEKZQFSGJACQL	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598131109.0	1597958285.0	1597958309.0	2020-08-21 09:10:58-04:00	224	229	93	74	blurcar3	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
31EUONYN2ZYOXMXK2ZHL0D8HMXBVOE	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598208030.0	1598035215.0	1598035230.0	2020-08-22 10:11:55-04:00	220	225	102	84	blurcar3	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
34S9DKFK77KNJVSD6V4SSNC6E4UYNX	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598210346.0	1598037519.0	1598037546.0	2020-08-22 10:11:55-04:00	223	231	94	71	blurcar3	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3N4BPTXIOCN5UGN5ZHFNXAPPONMKUS	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598216994.0	1598044180.0	1598044194.0	2020-08-22 10:11:56-04:00	221	229	95	76	blurcar3	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3B3WTRP3DFXCT8VCC0ES1IGHU2Z92D	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598218565.0	1598045757.0	1598045765.0	2020-08-22 10:11:56-04:00	220	228	98	80	blurcar3	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3TVRFO09GOA8VQZIPM2BWH18751LXH	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598222595.0	1598049787.0	1598049795.0	2020-08-22 10:11:57-04:00	220	225	109	83	blurcar3	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
358010RM5IOBRVBC3Q4HJQZAY5MXVZ	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598234876.0	1598062057.0	1598062076.0	2020-08-22 10:11:57-04:00	223	224	96	79	blurcar3	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
31LVTDXBLB5OYUD6GNWJ7ZFK6RKRL1	389A2A305RD48C27JVF3V1SOS0OC0H	Approved	1598241707.0	1598068892.0	1598068907.0	2020-08-22 10:11:58-04:00	224	228	104	90	blurcar3	333ocRzV69PLPr27RtNkLUxOPferFIqLqw6zg0rTXxLpNUt0LO
3PJUZCGDJABNFNX1SHNTB9TKGRT89V	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598124998.0	1597952191.0	1597952198.0	2020-08-21 09:10:58-04:00	125	73	68	81	david	cnVoWEbzLW4xS3smduvqbK8KBFtA4LlbfEg7vRj0y2YmMw6nGO
340UGXU9D2WJARHHYLTUZJ064ABVUL	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598126641.0	1597953833.0	1597953841.0	2020-08-21 09:10:59-04:00	114	78	90	73	david	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3VFJCI1K43U8C2Z55WZ3U7ACA5LGRX	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598209388.0	1598036575.0	1598036588.0	2020-08-22 10:11:58-04:00	128	77	65	85	david	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
304SM51WA7ZOM0R74Z7UJ6OBGVNBSC	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598210692.0	1598037881.0	1598037892.0	2020-08-22 10:11:58-04:00	126	59	63	96	david	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3DPNQGW4LPAZE381I7U4ANMDOFK64S	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598217989.0	1598045182.0	1598045189.0	2020-08-22 10:11:59-04:00	120	60	76	92	david	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3L70J4KAZKHD113X1VC9TWI5XCSDAT	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598222860.0	1598050048.0	1598050060.0	2020-08-22 10:11:59-04:00	104	52	116	111	david	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
38SKSKU7R5SB5VANQ02AT7ETJT3ILM	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598223663.0	1598050798.0	1598050863.0	2020-08-22 10:12:00-04:00	125	60	69	99	david	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3570Y55XZTEH93BRJRRX2339DW5GYC	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598237850.0	1598065034.0	1598065050.0	2020-08-22 10:12:00-04:00	125	73	67	84	david	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
32AT8R96GP43IZ0D4QOPOWGZ5KWSUK	3W1K7D6QTECI0SGR9PW0QGPSSM7BZ1	Approved	1598242031.0	1598069226.0	1598069231.0	2020-08-22 10:12:01-04:00	75	42	188	141	david	333ocRzV69PLPr27RtNkLUxOPferFIqLqw6zg0rTXxLpNUt0LO
3483FV8BEIEPBPTEETBGH8PF4QZ62L	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598126272.0	1597953463.0	1597953472.0	2020-08-21 09:10:59-04:00	199	33	33	44	kitesurf	b76yNUa7dIJoeUfirDhFWxecJ1RhtugjCj3n2qZ8yYYF34r6K3
3RXCAC0YIVK2UXK96NT33QF7K5IG8Q	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598131591.0	1597958780.0	1597958791.0	2020-08-21 09:10:59-04:00	204	39	26	35	kitesurf	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3JPSL1DZ5WUMNDUAQPQCP1UZBDBANJ	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598208522.0	1598035712.0	1598035722.0	2020-08-22 10:12:01-04:00	202	36	30	41	kitesurf	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3907X2AHF40XLVBJTPAPN8GWZ532PL	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598210642.0	1598037825.0	1598037842.0	2020-08-22 10:12:01-04:00	204	40	23	33	kitesurf	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3VA45EW49RI8BAHMVLXWTP11XUX1OQ	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598211197.0	1598038372.0	1598038397.0	2020-08-22 10:12:02-04:00	202	37	27	37	kitesurf	DAlnZGNpTHcEeXtopePuELchwHJbM4r3bOVENW8HKtUqL758th
3DEL4X4ELAGSVP6H81R1QP34GJLXYZ	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598212658.0	1598039826.0	1598039858.0	2020-08-22 10:12:02-04:00	201	36	30	42	kitesurf	VsmaZGaZB3YK2EumIABHwQZHN5d8vbgla1l5jTgRCELaljoTDe
34S9DKFK77KNJVSD6V4SSNC6E67YNE	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598217870.0	1598045064.0	1598045070.0	2020-08-22 10:12:03-04:00	114	23	137	140	kitesurf	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3O6CYIULEHWWPGHMOVYQLLJKBVQWUX	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598222961.0	1598050151.0	1598050161.0	2020-08-22 10:12:03-04:00	203	39	27	34	kitesurf	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3JAOYWH7VMZIUUHKM6WXGEFQ046L9Y	3INZSNUD93LW9YWYJNT78IBZG4U9DQ	Approved	1598238033.0	1598065219.0	1598065233.0	2020-08-22 10:12:04-04:00	203	37	26	33	kitesurf	U4DOCQVop7TcgfUXPOe06eikL5cZUkkHzR3Tdw8CdbiNRphlVK
3Q5C1WP23QWM30B4Q61XKJ1AGQZ51E	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598131717.0	1597958891.0	1597958917.0	2020-08-21 09:11:00-04:00	48	46	36	67	couple	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3T3IWE1XGAIC566BCH9AO0FW46UTQ7	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598146644.0	1597973829.0	1597973844.0	2020-08-21 09:11:00-04:00	47	47	35	66	couple	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3J88R45B2KTYMBEGHEVIDYASCDKXP5	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598208501.0	1598035680.0	1598035701.0	2020-08-22 10:12:04-04:00	47	45	38	67	couple	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3O7L7BFSHIKXZP0V9EF6GCO9ATUEIH	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598210233.0	1598037400.0	1598037433.0	2020-08-22 10:12:04-04:00	48	47	37	70	couple	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
3HUTX6F6VYIF0VZIEPXAY8B6P1CO2X	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598217033.0	1598044222.0	1598044233.0	2020-08-22 10:12:05-04:00	52	47	29	66	couple	QEFVerrYMPqKs2CYnBmuaHXMO2aADmD3p07Nh4KrobbbLb9hsX
3X0H8UUIT5JGA3PIZQ3Q6K1WQXISWO	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598218515.0	1598045705.0	1598045715.0	2020-08-22 10:12:05-04:00	47	44	35	72	couple	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3ND9UOO81OXT6QUSFH6PUYN1Y3ULWN	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598222427.0	1598049597.0	1598049627.0	2020-08-22 10:12:06-04:00	47	46	36	68	couple	ZT9ZUWXIZ2rHZ8IOWDP1xs7WdlM5qYJLXmp05DYr2oWrxYZU8R
3WI0P0II65N50IPE36YVOM7FXGJRDI	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598223480.0	1598050665.0	1598050680.0	2020-08-22 10:12:06-04:00	48	46	37	67	couple	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
3IGI0VL64BFBPHOB08VUQWE40YBON0	39HYCOOPLRGBGIFS8WXCD4HJG31MD2	Approved	1598233791.0	1598060975.0	1598060991.0	2020-08-22 10:12:07-04:00	47	46	38	71	couple	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3M0NZ3JDP5TJYWWCYHAPCDLMT6T5ZM	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598146461.0	1597973651.0	1597973661.0	2020-08-21 09:11:01-04:00	20	86	74	59	car1	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3ZPPDN2SLZR4OO7S5K9T3JP6RW69EE	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598147578.0	1597974770.0	1597974778.0	2020-08-21 09:11:01-04:00	24	87	65	53	car1	FQmcr9A10EmDtRkwKrvCU4KxnzrYBkvXgrz4ybjVa9PUjXfZnn
3TUI152ZZFIBWMU2AYP0IUW1CUK1Q1	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598207742.0	1598034926.0	1598034942.0	2020-08-22 10:12:07-04:00	17	82	80	63	car1	kPnCS0TsTytX4NF8b7E1pvdVvxiiKLT9gXIe5WFECudlijDQj1
34YB12FSQ2JHFMMD0O3M88G24IDMG6	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598208479.0	1598035654.0	1598035679.0	2020-08-22 10:12:07-04:00	21	88	75	58	car1	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3CCZ6YKWRBE4S5EZUJGQZPJTEBQ95C	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598212588.0	1598039709.0	1598039788.0	2020-08-22 10:12:08-04:00	17	82	86	62	car1	VsmaZGaZB3YK2EumIABHwQZHN5d8vbgla1l5jTgRCELaljoTDe
3E13VNJ1NRQYFO6JXQKR9S5FLM11I0	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598217234.0	1598044418.0	1598044434.0	2020-08-22 10:12:08-04:00	20	86	73	58	car1	cYggUQFXqUxMl7Ih2W9OJJuu6bqUm5kNYeside3KvPiDSfbIXR
3PH3VY7DJPSDBFBWUIXY2DYZDCIZW0	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598218469.0	1598045665.0	1598045669.0	2020-08-22 10:12:09-04:00	18	80	80	68	car1	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
354P56DE9OY1KOOHRIVEE42FX7Z7ST	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598223408.0	1598050592.0	1598050608.0	2020-08-22 10:12:09-04:00	21	85	76	60	car1	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
3SUWZRL0M28H655U7D6HJ9Y415AE64	3FVBZG9CMM9VPKDN5NT46SP45STH0V	Approved	1598224173.0	1598051363.0	1598051373.0	2020-08-22 10:12:10-04:00	24	86	66	57	car1	iuYx1Y9i2BYcNUBlLPAsKfoZIqxbCopbvewKEV9HzKih59seoS
38F71OA9GXRB1MQIP4X4QNGQ3WOMF4	3SNR5F7RA5OUC531JCA4RTSNZ6IEI7	Approved	1598146204.0	1597973389.0	1597973404.0	2020-08-21 09:11:02-04:00	112	66	128	125	motorrolling	0RjS3h5f1qTorcldNmEQncRWkr6L5LW5qHKFqYPxNti1ZclV5O
3E4GGUZ1TCMWA4E3GX5HRRUX5NRK2G	3SNR5F7RA5OUC531JCA4RTSNZ6IEI7	Approved	1598147523.0	1597974709.0	1597974723.0	2020-08-21 09:11:02-04:00	117	67	122	124	motorrolling	FQmcr9A10EmDtRkwKrvCU4KxnzrYBkvXgrz4ybjVa9PUjXfZnn
3D4CH1LGEEO2823JBFZH3MAI4KQG9N	3SNR5F7RA5OUC531JCA4RTSNZ6IEI7	Approved	1598210680.0	1598037864.0	1598037880.0	2020-08-22 10:12:10-04:00	114	68	126	122	motorrolling	Mheb0XEUliVp04dt9LpfixwG87wlbJDTdHDbsyiogBGAgArHEW
3DBQWDE4YATPH7ITVTZVHQEDJ1Y5N0	3SNR5F7RA5OUC531JCA4RTSNZ6IEI7	Approved	1598216946.0	1598044137.0	1598044146.0	2020-08-22 10:12:10-04:00	116	64	122	124	motorrolling	QEFVerrYMPqKs2CYnBmuaHXMO2aADmD3p07Nh4KrobbbLb9hsX
3B2X28YI30AJZ2TAXM4RI1SJY716BY	3SNR5F7RA5OUC531JCA4RTSNZ6IEI7	Approved	1598218001.0	1598045196.0	1598045201.0	2020-08-22 10:12:11-04:00	100	60	140	134	motorrolling	vo6OvX3fnj6VzAs642cfG7Yt0AHQAmPJjzj6w6PquIQ1FxXmpu
3TU5ZICBRHWT7MEN9JYFX4J9Q3HQ87	3SNR5F7RA5OUC531JCA4RTSNZ6IEI7	Approved	1598223022.0	1598050201.0	1598050222.0	2020-08-22 10:12:11-04:00	115	68	122	129	motorrolling	kC14lgHeuU1zMZOrklVHwxMV3XIOLOt3WIj63VAGd3mNYtmzqX
